index,object_class,object_name,occlusion,ambiguous,overlaps
1860,Fanta,Fanta,not given,0,2
1861,CokeZero,CokeZero.003,not given,0,2
1862,Coke,Coke,not given,0,1
1863,Fanta,Fanta,not given,0,1
1864,CokeZero,CokeZero.003,not given,0,2
1865,Coke,Coke,not given,0,1
1866,Fanta,Fanta,not given,0,2
1867,CokeZero,CokeZero.003,not given,0,3
1868,Coke,Coke,not given,0,1
1869,RedBull,RedBull.004,not given,0,2
1870,MakoEnergy,MakoEnergy.003,not given,0,1
1871,Krombacher,Krombacher.001,not given,0,1
1872,Jever,Jever.002,not given,0,1
1873,RedBull,RedBull.004,not given,0,1
1874,MakoEnergy,MakoEnergy.003,not given,0,1
1875,Krombacher,Krombacher.001,not given,0,0
1876,Jever,Jever.002,not given,0,1
1877,RedBull,RedBull.004,not given,0,1
1878,MakoEnergy,MakoEnergy.003,not given,0,1
1879,Krombacher,Krombacher.001,not given,0,1
1880,Jever,Jever.002,not given,0,1
1881,RedBull,RedBull.004,not given,0,1
1882,MakoEnergy,MakoEnergy.003,not given,0,2
1883,Krombacher,Krombacher.001,not given,0,1
1884,Jever,Jever.002,not given,0,1
1885,RedBull,RedBull.004,not given,0,1
1886,MakoEnergy,MakoEnergy.003,not given,0,1
1887,Krombacher,Krombacher.001,not given,0,1
1888,Jever,Jever.002,not given,0,1
1889,RedBull,RedBull.004,not given,0,1
1890,WaterBottle,WaterBottle.000,not given,0,1
1891,MakoEnergy,MakoEnergy.003,not given,0,1
1892,Krombacher,Krombacher.001,not given,0,1
1893,Jever,Jever.002,not given,0,1
1894,RedBull,RedBull.004,not given,0,1
1895,WaterBottle,WaterBottle.000,not given,0,1
1896,MakoEnergy,MakoEnergy.003,not given,0,1
1897,Krombacher,Krombacher.001,not given,0,1
1898,Jever,Jever.002,not given,0,0
1899,RedBull,RedBull.004,not given,0,1
1900,WaterBottle,WaterBottle.000,not given,0,1
1901,MakoEnergy,MakoEnergy.003,not given,0,1
1902,Krombacher,Krombacher.001,not given,0,1
1903,Jever,Jever.002,not given,0,0
1904,RedBull,RedBull.004,not given,0,1
1905,WaterBottle,WaterBottle.000,not given,0,1
1906,MakoEnergy,MakoEnergy.003,not given,0,1
1907,Krombacher,Krombacher.001,not given,0,1
1908,Jever,Jever.002,not given,0,0
1909,RedBull,RedBull.004,not given,0,1
1910,WaterBottle,WaterBottle.000,not given,0,1
1911,MakoEnergy,MakoEnergy.003,not given,0,1
1912,Krombacher,Krombacher.001,not given,0,1
1913,Jever,Jever.002,not given,0,0
1914,RedBull,RedBull.004,not given,0,0
1915,WaterBottle,WaterBottle.000,not given,0,0
1916,MakoEnergy,MakoEnergy.003,not given,0,0
1917,Krombacher,Krombacher.001,not given,0,1
1918,Jever,Jever.002,not given,0,0
1919,RedBull,RedBull.004,not given,0,0
1920,WaterBottle,WaterBottle.000,not given,0,0
1921,MakoEnergy,MakoEnergy.003,not given,0,0
1922,Krombacher,Krombacher.001,not given,0,1
1923,Jever,Jever.002,not given,0,0
1924,RedBull,RedBull.004,not given,0,0
1925,WaterBottle,WaterBottle.000,not given,0,0
1926,MakoEnergy,MakoEnergy.003,not given,0,0
1927,Krombacher,Krombacher.001,not given,0,1
1928,Jever,Jever.002,not given,0,1
1929,RedBullZero,RedBullZero.006,not given,0,1
1930,RedBull,RedBull.004,not given,0,0
1931,WaterBottle,WaterBottle.000,not given,0,0
1932,MakoEnergy,MakoEnergy.003,not given,0,1
1933,Krombacher,Krombacher.001,not given,0,0
1934,Jever,Jever.002,not given,0,1
1935,RedBullZero,RedBullZero.006,not given,0,1
1936,RedBull,RedBull.004,not given,0,0
1937,WaterBottle,WaterBottle.000,not given,0,1
1938,MakoEnergy,MakoEnergy.003,not given,0,1
1939,Krombacher,Krombacher.001,not given,0,1
1940,Jever,Jever.002,not given,0,1
1941,RedBullZero,RedBullZero.006,not given,0,1
1942,RedBull,RedBull.004,not given,0,0
1943,WaterBottle,WaterBottle.000,not given,0,1
1944,MakoEnergy,MakoEnergy.003,not given,0,1
1945,Krombacher,Krombacher.001,not given,0,1
1946,Jever,Jever.002,not given,0,1
1947,RedBullZero,RedBullZero.006,not given,0,1
1948,RedBull,RedBull.004,not given,0,0
1949,WaterBottle,WaterBottle.000,not given,0,1
1950,MakoEnergy,MakoEnergy.003,not given,0,1
1951,Krombacher,Krombacher.001,not given,0,1
1952,Jever,Jever.002,not given,0,1
1953,RedBullZero,RedBullZero.006,not given,0,1
1954,RedBull,RedBull.004,not given,0,0
1955,WaterBottle,WaterBottle.000,not given,0,1
1956,MakoEnergy,MakoEnergy.003,not given,0,1
1957,Krombacher,Krombacher.001,not given,0,1
1958,Jever,Jever.002,not given,0,1
1959,RedBullZero,RedBullZero.006,not given,0,1
1960,WaterBottle,WaterBottle.000,not given,0,1
1961,MakoEnergy,MakoEnergy.003,not given,0,1
1962,Krombacher,Krombacher.001,not given,0,1
1963,Jever,Jever.002,not given,0,1
1964,RedBullZero,RedBullZero.006,not given,0,1
1965,WaterBottle,WaterBottle.000,not given,0,1
1966,MakoEnergy,MakoEnergy.003,not given,0,1
1967,Krombacher,Krombacher.001,not given,0,1
1968,Jever,Jever.002,not given,0,1
1969,RedBullZero,RedBullZero.006,not given,0,0
1970,WaterBottle,WaterBottle.000,not given,0,1
1971,MakoEnergy,MakoEnergy.003,not given,0,1
1972,Krombacher,Krombacher.001,not given,0,1
1973,Jever,Jever.002,not given,0,0
1974,RedBullZero,RedBullZero.006,not given,0,0
1975,WaterBottle,WaterBottle.000,not given,0,1
1976,MakoEnergy,MakoEnergy.003,not given,0,1
1977,Krombacher,Krombacher.001,not given,0,1
1978,Jever,Jever.002,not given,0,0
1979,RedBullZero,RedBullZero.006,not given,0,0
1980,WaterBottle,WaterBottle.000,not given,0,1
1981,MakoEnergy,MakoEnergy.003,not given,0,1
1982,Krombacher,Krombacher.001,not given,0,1
1983,Jever,Jever.002,not given,0,0
1984,RedBullZero,RedBullZero.006,not given,0,0
1985,WaterBottle,WaterBottle.000,not given,0,1
1986,MakoEnergy,MakoEnergy.003,not given,0,1
1987,Krombacher,Krombacher.001,not given,0,1
1988,Jever,Jever.002,not given,0,1
1989,Fanta,Fanta.004,not given,0,1
1990,RedBullZero,RedBullZero.006,not given,0,0
1991,MakoEnergy,MakoEnergy.003,not given,0,1
1992,Krombacher,Krombacher.001,not given,0,1
1993,Jever,Jever.002,not given,0,1
1994,Fanta,Fanta.004,not given,0,1
1995,RedBullZero,RedBullZero.006,not given,0,1
1996,MakoEnergy,MakoEnergy.003,not given,0,1
1997,Jever,Jever.002,not given,0,1
1998,Fanta,Fanta.004,not given,0,1
1999,RedBullZero,RedBullZero.006,not given,0,1
2000,MakoEnergy,MakoEnergy.003,not given,0,1
2001,Jever,Jever.002,not given,0,1
2002,Fanta,Fanta.004,not given,0,1
2003,RedBullZero,RedBullZero.006,not given,0,1
2004,MakoEnergy,MakoEnergy.003,not given,0,1
2005,Jever,Jever.002,not given,0,1
2006,Fanta,Fanta.004,not given,0,1
2007,RedBullZero,RedBullZero.006,not given,0,1
2008,MakoEnergy,MakoEnergy.003,not given,0,1
2009,Jever,Jever.002,not given,0,1
2010,Fanta,Fanta.004,not given,0,1
2011,RedBullZero,RedBullZero.006,not given,0,1
2012,MakoEnergy,MakoEnergy.003,not given,0,1
2013,Jever,Jever.002,not given,0,1
2014,Fanta,Fanta.004,not given,0,1
2015,RedBullZero,RedBullZero.006,not given,0,1
2016,MakoEnergy,MakoEnergy.003,not given,0,0
2017,Jever,Jever.002,not given,0,0
2018,Fanta,Fanta.004,not given,0,0
2019,RedBullZero,RedBullZero.006,not given,0,0
2020,Jever,Jever.002,not given,0,1
2021,Fanta,Fanta.004,not given,0,0
2022,RedBullZero,RedBullZero.006,not given,0,0
2023,Jever,Jever.002,not given,0,1
2024,Fanta,Fanta.004,not given,0,0
2025,RedBullZero,RedBullZero.006,not given,0,0
2026,Jever,Jever.002,not given,0,1
2027,Fanta,Fanta.004,not given,0,0
2028,RedBullZero,RedBullZero.006,not given,0,0
2029,Jever,Jever.002,not given,0,1
2030,Fanta,Fanta.004,not given,0,0
2031,RedBullZero,RedBullZero.006,not given,0,0
2032,Jever,Jever.002,not given,0,1
2033,Fanta,Fanta.004,not given,0,1
2034,RedBullZero,RedBullZero.006,not given,0,0
2035,Jever,Jever.002,not given,0,1
2036,Fanta,Fanta.004,not given,0,1
2037,RedBullZero,RedBullZero.006,not given,0,1
2038,Jever,Jever.002,not given,0,1
2039,Fanta,Fanta.004,not given,0,1
2040,RedBullZero,RedBullZero.006,not given,0,1
2041,Jever,Jever.002,not given,0,1
2042,Fanta,Fanta.004,not given,0,1
2043,RedBullZero,RedBullZero.006,not given,0,1
2044,CokeZero,CokeZero.004,not given,0,1
2045,Jever,Jever.002,not given,0,1
2046,Fanta,Fanta.004,not given,0,1
2047,RedBullZero,RedBullZero.006,not given,0,1
2048,CokeZero,CokeZero.004,not given,0,1
2049,Jever,Jever.002,not given,0,1
2050,Fanta,Fanta.004,not given,0,1
2051,RedBullZero,RedBullZero.006,not given,0,1
2052,CokeZero,CokeZero.004,not given,0,1
2053,Jever,Jever.002,not given,0,0
2054,Fanta,Fanta.004,not given,0,1
2055,RedBullZero,RedBullZero.006,not given,0,1
2056,CokeZero,CokeZero.004,not given,0,1
2057,Jever,Jever.002,not given,0,1
2058,Fanta,Fanta.004,not given,0,1
2059,RedBullZero,RedBullZero.006,not given,0,1
2060,CokeZero,CokeZero.004,not given,0,1
2061,Jever,Jever.002,not given,0,1
2062,Fanta,Fanta.004,not given,0,1
2063,RedBullZero,RedBullZero.006,not given,0,0
2064,CokeZero,CokeZero.004,not given,0,1
2065,Jever,Jever.002,not given,0,1
2066,Fanta,Fanta.004,not given,0,0
2067,RedBullZero,RedBullZero.006,not given,0,1
2068,CokeZero,CokeZero.004,not given,0,0
2069,Jever,Jever.002,not given,0,1
2070,Fanta,Fanta.004,not given,0,0
2071,RedBullZero,RedBullZero.006,not given,0,1
2072,CokeZero,CokeZero.004,not given,0,0
2073,Jever,Jever.002,not given,0,1
2074,Fanta,Fanta.004,not given,0,0
2075,RedBullZero,RedBullZero.006,not given,0,1
2076,CokeZero,CokeZero.004,not given,0,0
2077,Fanta,Fanta.004,not given,0,0
2078,RedBullZero,RedBullZero.006,not given,0,1
2079,CokeZero,CokeZero.004,not given,0,0
2080,Fanta,Fanta.004,not given,0,0
2081,RedBullZero,RedBullZero.006,not given,0,1
2082,CokeZero,CokeZero.004,not given,0,1
2083,Fanta,Fanta.004,not given,0,0
2084,RedBullZero,RedBullZero.006,not given,0,1
2085,CokeZero,CokeZero.004,not given,0,1
2086,Fanta,Fanta.004,not given,0,0
2087,RedBullZero,RedBullZero.006,not given,0,1
2088,CokeZero,CokeZero.004,not given,0,1
2089,Coke,Coke.004,not given,0,0
2090,Fanta,Fanta.004,not given,0,1
2091,RedBullZero,RedBullZero.006,not given,0,1
2092,CokeZero,CokeZero.004,not given,0,1
2093,Coke,Coke.004,not given,0,0
2094,Fanta,Fanta.004,not given,0,1
2095,RedBullZero,RedBullZero.006,not given,0,1
2096,CokeZero,CokeZero.004,not given,0,1
2097,Coke,Coke.004,not given,0,0
2098,Fanta,Fanta.004,not given,0,1
2099,RedBullZero,RedBullZero.006,not given,0,1
2100,CokeZero,CokeZero.004,not given,0,1
2101,Coke,Coke.004,not given,0,0
2102,Fanta,Fanta.004,not given,0,1
2103,RedBullZero,RedBullZero.006,not given,0,1
2104,CokeZero,CokeZero.004,not given,0,1
2105,Coke,Coke.004,not given,0,0
2106,Fanta,Fanta.004,not given,0,1
2107,CokeZero,CokeZero.004,not given,0,1
2108,Coke,Coke.004,not given,0,0
2109,Fanta,Fanta.004,not given,0,1
2110,CokeZero,CokeZero.004,not given,0,0
2111,Coke,Coke.004,not given,0,0
2112,Fanta,Fanta.004,not given,0,1
2113,CokeZero,CokeZero.004,not given,0,0
2114,Coke,Coke.004,not given,0,0
2115,Fanta,Fanta.004,not given,0,1
2116,CokeZero,CokeZero.004,not given,0,0
2117,Coke,Coke.004,not given,0,0
2118,Fanta,Fanta.004,not given,0,0
2119,CokeZero,CokeZero.004,not given,0,0
2120,Coke,Coke.004,not given,0,1
2121,Fanta,Fanta.004,not given,0,0
2122,CokeZero,CokeZero.004,not given,0,0
2123,Coke,Coke.004,not given,0,1
2124,Fanta,Fanta.004,not given,0,0
2125,CokeZero,CokeZero.004,not given,0,1
2126,Coke,Coke.004,not given,0,1
2127,Fanta,Fanta.004,not given,0,0
2128,CokeZero,CokeZero.004,not given,0,1
2129,Coke,Coke.004,not given,0,1
2130,Fanta,Fanta.004,not given,0,0
2131,CokeZero,CokeZero.004,not given,0,1
2132,Coke,Coke.004,not given,0,1
2133,Fanta,Fanta.004,not given,0,0
2134,CokeZero,CokeZero.004,not given,0,1
2135,Coke,Coke.004,not given,0,1
2136,Fanta,Fanta.004,not given,0,0
2137,CokeZero,CokeZero.004,not given,0,1
2138,Coke,Coke.004,not given,0,1
2139,Fanta,Fanta.004,not given,0,1
2140,CokeZero,CokeZero.004,not given,0,1
2141,Coke,Coke.004,not given,0,1
2142,Fanta,Fanta.004,not given,0,1
2143,CokeZero,CokeZero.004,not given,0,1
2144,Coke,Coke.004,not given,0,1
2145,Fanta,Fanta.004,not given,0,1
2146,CokeZero,CokeZero.004,not given,0,1
2147,Coke,Coke.004,not given,0,0
2148,Fanta,Fanta.004,not given,0,1
2149,CokeZero,CokeZero.004,not given,0,0
2150,Coke,Coke.004,not given,0,0
2151,Fanta,Fanta.004,not given,0,1
2152,CokeZero,CokeZero.004,not given,0,0
2153,WaterBottle,WaterBottle.003,not given,0,0
2154,Coke,Coke.004,not given,0,0
2155,Fanta,Fanta.004,not given,0,1
2156,CokeZero,CokeZero.004,not given,0,0
2157,WaterBottle,WaterBottle.003,not given,0,0
2158,Coke,Coke.004,not given,0,0
2159,CokeZero,CokeZero.004,not given,0,1
2160,WaterBottle,WaterBottle.003,not given,0,0
2161,Coke,Coke.004,not given,0,0
2162,CokeZero,CokeZero.004,not given,0,1
2163,WaterBottle,WaterBottle.003,not given,0,0
2164,Coke,Coke.004,not given,0,0
2165,CokeZero,CokeZero.004,not given,0,1
2166,WaterBottle,WaterBottle.003,not given,0,1
2167,Coke,Coke.004,not given,0,1
2168,CokeZero,CokeZero.004,not given,0,1
2169,WaterBottle,WaterBottle.003,not given,0,1
2170,Coke,Coke.004,not given,0,1
2171,CokeZero,CokeZero.004,not given,0,1
2172,WaterBottle,WaterBottle.003,not given,0,1
2173,Coke,Coke.004,not given,0,1
2174,CokeZero,CokeZero.004,not given,0,1
2175,WaterBottle,WaterBottle.003,not given,0,1
2176,Coke,Coke.004,not given,0,1
2177,CokeZero,CokeZero.004,not given,0,1
2178,WaterBottle,WaterBottle.003,not given,0,1
2179,Coke,Coke.004,not given,0,1
2180,CokeZero,CokeZero.004,not given,0,1
2181,WaterBottle,WaterBottle.003,not given,0,1
2182,Coke,Coke.004,not given,0,1
2183,CokeZero,CokeZero.004,not given,0,0
2184,WaterBottle,WaterBottle.003,not given,0,1
2185,Coke,Coke.004,not given,0,1
2186,WaterBottle,WaterBottle.003,not given,0,1
2187,Coke,Coke.004,not given,0,1
2188,WaterBottle,WaterBottle.003,not given,0,1
2189,Coke,Coke.004,not given,0,0
2190,WaterBottle,WaterBottle.003,not given,0,1
2191,Coke,Coke.004,not given,0,0
2192,Krombacher,Krombacher.002,not given,0,1
2193,WaterBottle,WaterBottle.003,not given,0,1
2194,Coke,Coke.004,not given,0,0
2195,Krombacher,Krombacher.002,not given,0,1
2196,WaterBottle,WaterBottle.003,not given,0,0
2197,Coke,Coke.004,not given,0,0
2198,Krombacher,Krombacher.002,not given,0,1
2199,WaterBottle,WaterBottle.003,not given,0,0
2200,Coke,Coke.004,not given,0,0
2201,Krombacher,Krombacher.002,not given,0,2
2202,WaterBottle,WaterBottle.003,not given,0,0
2203,Coke,Coke.004,not given,0,0
2204,Krombacher,Krombacher.002,not given,0,2
2205,WaterBottle,WaterBottle.003,not given,0,0
2206,Coke,Coke.004,not given,0,0
2207,RedBull,RedBull.006,not given,0,1
2208,Krombacher,Krombacher.002,not given,0,2
2209,WaterBottle,WaterBottle.003,not given,0,0
2210,Coke,Coke.004,not given,0,1
2211,RedBull,RedBull.006,not given,0,1
2212,Krombacher,Krombacher.002,not given,0,2
2213,RedBullZero,RedBullZero.005,not given,0,0
2214,WaterBottle,WaterBottle.003,not given,0,0
2215,Coke,Coke.004,not given,0,1
2216,RedBull,RedBull.006,not given,0,0
2217,Krombacher,Krombacher.002,not given,0,2
2218,RedBullZero,RedBullZero.005,not given,0,0
2219,WaterBottle,WaterBottle.003,not given,0,0
2220,Coke,Coke.004,not given,0,1
2221,RedBull,RedBull.006,not given,0,0
2222,Krombacher,Krombacher.002,not given,0,1
2223,RedBullZero,RedBullZero.005,not given,0,0
2224,WaterBottle,WaterBottle.003,not given,0,0
2225,Coke,Coke.004,not given,0,1
2226,RedBull,RedBull.006,not given,0,1
2227,Krombacher,Krombacher.002,not given,0,1
2228,RedBullZero,RedBullZero.005,not given,0,0
2229,WaterBottle,WaterBottle.003,not given,0,0
2230,Coke,Coke.004,not given,0,1
2231,RedBull,RedBull.006,not given,0,1
2232,Krombacher,Krombacher.002,not given,0,1
2233,Jever,Jever,not given,0,1
2234,RedBullZero,RedBullZero.005,not given,0,0
2235,WaterBottle,WaterBottle.003,not given,0,0
2236,Coke,Coke.004,not given,0,1
2237,RedBull,RedBull.006,not given,0,1
2238,Krombacher,Krombacher.002,not given,0,0
2239,Jever,Jever,not given,0,1
2240,RedBullZero,RedBullZero.005,not given,0,0
2241,WaterBottle,WaterBottle.003,not given,0,0
2242,Coke,Coke.004,not given,0,1
2243,RedBull,RedBull.006,not given,0,1
2244,Krombacher,Krombacher.002,not given,0,0
2245,Jever,Jever,not given,0,2
2246,RedBullZero,RedBullZero.005,not given,0,1
2247,WaterBottle,WaterBottle.003,not given,0,0
2248,RedBull,RedBull.006,not given,0,1
2249,MakoEnergy,MakoEnergy.004,not given,0,1
2250,Krombacher,Krombacher.002,not given,0,0
2251,RedBullZero,RedBullZero.005,not given,0,1
2252,WaterBottle,WaterBottle.003,not given,0,0
2253,RedBull,RedBull.006,not given,0,2
2254,MakoEnergy,MakoEnergy.004,not given,0,1
2255,Krombacher,Krombacher.002,not given,0,0
2256,RedBullZero,RedBullZero.005,not given,0,1
2257,WaterBottle,WaterBottle.003,not given,0,0
2258,RedBull,RedBull.006,not given,0,2
2259,MakoEnergy,MakoEnergy.004,not given,0,1
2260,Krombacher,Krombacher.002,not given,0,1
2261,RedBullZero,RedBullZero.005,not given,0,1
2262,WaterBottle,WaterBottle.003,not given,0,0
2263,RedBull,RedBull.006,not given,0,2
2264,MakoEnergy,MakoEnergy.004,not given,0,1
2265,Krombacher,Krombacher.002,not given,0,1
2266,RedBullZero,RedBullZero.005,not given,0,2
2267,WaterBottle,WaterBottle.003,not given,0,0
2268,RedBull,RedBull.006,not given,0,2
2269,MakoEnergy,MakoEnergy.004,not given,0,2
2270,Krombacher,Krombacher.002,not given,0,1
2271,RedBullZero,RedBullZero.005,not given,0,2
2272,WaterBottle,WaterBottle.003,not given,0,0
2273,RedBull,RedBull.006,not given,0,2
2274,MakoEnergy,MakoEnergy.004,not given,0,2
2275,Krombacher,Krombacher.002,not given,0,1
2276,RedBullZero,RedBullZero.005,not given,0,2
2277,WaterBottle,WaterBottle.003,not given,0,0
2278,RedBull,RedBull.006,not given,0,2
2279,MakoEnergy,MakoEnergy.004,not given,0,2
2280,Krombacher,Krombacher.002,not given,0,1
2281,RedBullZero,RedBullZero.005,not given,0,2
2282,WaterBottle,WaterBottle.003,not given,0,0
2283,RedBull,RedBull.006,not given,0,2
2284,MakoEnergy,MakoEnergy.004,not given,0,2
2285,Krombacher,Krombacher.002,not given,0,1
2286,WaterBottle,WaterBottle.003,not given,0,0
2287,RedBull,RedBull.006,not given,0,2
2288,MakoEnergy,MakoEnergy.004,not given,0,2
2289,Krombacher,Krombacher.002,not given,0,0
2290,WaterBottle,WaterBottle.003,not given,0,0
2291,RedBull,RedBull.006,not given,0,2
2292,MakoEnergy,MakoEnergy.004,not given,0,2
2293,Krombacher,Krombacher.002,not given,0,0
2294,WaterBottle,WaterBottle.003,not given,0,0
2295,RedBull,RedBull.006,not given,0,0
2296,MakoEnergy,MakoEnergy.004,not given,0,2
2297,Krombacher,Krombacher.002,not given,0,0
2298,WaterBottle,WaterBottle.003,not given,0,0
2299,RedBull,RedBull.006,not given,0,0
2300,MakoEnergy,MakoEnergy.004,not given,0,2
2301,Krombacher,Krombacher.002,not given,0,0
2302,WaterBottle,WaterBottle.003,not given,0,1
2303,RedBull,RedBull.006,not given,0,0
2304,MakoEnergy,MakoEnergy.004,not given,0,2
2305,Krombacher,Krombacher.002,not given,0,0
2306,Jever,Jever,not given,0,2
2307,WaterBottle,WaterBottle.003,not given,0,1
2308,RedBull,RedBull.006,not given,0,0
2309,MakoEnergy,MakoEnergy.004,not given,0,2
2310,Krombacher,Krombacher.002,not given,0,0
2311,Jever,Jever,not given,0,2
2312,WaterBottle,WaterBottle.003,not given,0,1
2313,RedBull,RedBull.006,not given,0,0
2314,MakoEnergy,MakoEnergy.004,not given,0,2
2315,Krombacher,Krombacher.002,not given,0,0
2316,Jever,Jever,not given,0,2
2317,WaterBottle,WaterBottle.003,not given,0,1
2318,RedBull,RedBull.006,not given,0,1
2319,MakoEnergy,MakoEnergy.004,not given,0,3
2320,Krombacher,Krombacher.002,not given,0,0
2321,Jever,Jever,not given,0,2
2322,WaterBottle,WaterBottle.003,not given,0,1
2323,RedBull,RedBull.006,not given,0,1
2324,MakoEnergy,MakoEnergy.004,not given,0,4
2325,Krombacher,Krombacher.002,not given,0,0
2326,Jever,Jever,not given,0,2
2327,WaterBottle,WaterBottle.003,not given,0,1
2328,RedBull,RedBull.006,not given,0,1
2329,MakoEnergy,MakoEnergy.004,not given,0,4
2330,Krombacher,Krombacher.002,not given,0,0
2331,Jever,Jever,not given,0,2
2332,WaterBottle,WaterBottle.003,not given,0,1
2333,RedBull,RedBull.006,not given,0,1
2334,MakoEnergy,MakoEnergy.004,not given,0,4
2335,Krombacher,Krombacher.002,not given,0,0
2336,Jever,Jever,not given,0,1
2337,WaterBottle,WaterBottle.003,not given,0,1
2338,RedBull,RedBull.006,not given,0,1
2339,MakoEnergy,MakoEnergy.004,not given,0,2
2340,Krombacher,Krombacher.002,not given,0,0
2341,Jever,Jever,not given,0,2
2342,WaterBottle,WaterBottle.003,not given,0,1
2343,RedBull,RedBull.006,not given,0,1
2344,MakoEnergy,MakoEnergy.004,not given,0,2
2345,Krombacher,Krombacher.002,not given,0,0
2346,Jever,Jever,not given,0,2
2347,WaterBottle,WaterBottle.003,not given,0,1
2348,RedBull,RedBull.006,not given,0,1
2349,MakoEnergy,MakoEnergy.004,not given,0,2
2350,Krombacher,Krombacher.002,not given,0,0
2351,Jever,Jever,not given,0,2
2352,WaterBottle,WaterBottle.003,not given,0,1
2353,RedBull,RedBull.006,not given,0,1
2354,MakoEnergy,MakoEnergy.004,not given,0,1
2355,Krombacher,Krombacher.002,not given,0,0
2356,Jever,Jever,not given,0,2
2357,WaterBottle,WaterBottle.003,not given,0,1
2358,RedBull,RedBull.006,not given,0,0
2359,MakoEnergy,MakoEnergy.004,not given,0,1
2360,Krombacher,Krombacher.002,not given,0,0
2361,CokeZero,CokeZero.003,not given,0,5
2362,Coke,Coke,not given,0,6
2363,Fanta,Fanta,not given,0,2
2364,CokeZero,CokeZero.003,not given,0,6
2365,Coke,Coke,not given,0,5
2366,Fanta,Fanta,not given,0,2
2367,CokeZero,CokeZero.003,not given,0,8
2368,Coke,Coke,not given,0,5
2369,Fanta,Fanta,not given,0,4
2370,CokeZero,CokeZero.003,not given,0,9
2371,Coke,Coke,not given,0,5
2372,Fanta,Fanta,not given,0,4
2373,CokeZero,CokeZero.003,not given,0,8
2374,Coke,Coke,not given,0,2
2375,Fanta,Fanta,not given,0,4
2376,CokeZero,CokeZero.003,not given,0,7
2377,Coke,Coke,not given,0,2
2378,Fanta,Fanta,not given,0,3
2379,CokeZero,CokeZero.003,not given,0,5
2380,Coke,Coke,not given,0,2
2381,Fanta,Fanta,not given,0,3
2382,CokeZero,CokeZero.003,not given,0,4
2383,Coke,Coke,not given,0,2
2384,Fanta,Fanta,not given,0,3
2385,CokeZero,CokeZero.003,not given,0,3
2386,Coke,Coke,not given,0,1
2387,Fanta,Fanta,not given,0,3
2388,CokeZero,CokeZero.003,not given,0,2
2389,Coke,Coke,not given,0,1
2390,Fanta,Fanta,not given,0,2
2391,CokeZero,CokeZero.003,not given,0,2
2392,Coke,Coke,not given,0,1
2393,Fanta,Fanta,not given,0,1
2394,CokeZero,CokeZero.003,not given,0,1
2395,Fanta,Fanta,not given,0,1
2396,CokeZero,CokeZero.003,not given,0,1
2397,Fanta,Fanta,not given,0,1
2398,CokeZero,CokeZero.003,not given,0,1
2399,Fanta,Fanta,not given,0,1
2400,CokeZero,CokeZero.003,not given,0,1
2401,RedBullZero,RedBullZero.005,not given,0,3
2402,Fanta,Fanta,not given,0,1
2403,CokeZero,CokeZero.003,not given,0,1
2404,RedBullZero,RedBullZero.005,not given,0,3
2405,Fanta,Fanta,not given,0,1
2406,CokeZero,CokeZero.003,not given,0,1
2407,RedBullZero,RedBullZero.005,not given,0,3
2408,Fanta,Fanta,not given,0,1
2409,CokeZero,CokeZero.003,not given,0,1
2410,Coke,Coke,not given,0,1
2411,RedBullZero,RedBullZero.005,not given,0,3
2412,Fanta,Fanta,not given,0,1
2413,CokeZero,CokeZero.003,not given,0,1
2414,Coke,Coke,not given,0,1
2415,RedBullZero,RedBullZero.005,not given,0,3
2416,Fanta,Fanta,not given,0,0
2417,CokeZero,CokeZero.003,not given,0,1
2418,Coke,Coke,not given,0,1
2419,RedBullZero,RedBullZero.005,not given,0,3
2420,Fanta,Fanta,not given,0,0
2421,CokeZero,CokeZero.003,not given,0,1
2422,Coke,Coke,not given,0,1
2423,RedBullZero,RedBullZero.005,not given,0,3
2424,Fanta,Fanta,not given,0,0
2425,WaterBottle,WaterBottle.003,not given,0,2
2426,CokeZero,CokeZero.003,not given,0,1
2427,Coke,Coke,not given,0,1
2428,RedBullZero,RedBullZero.005,not given,0,2
2429,Fanta,Fanta,not given,0,0
2430,WaterBottle,WaterBottle.003,not given,0,2
2431,CokeZero,CokeZero.003,not given,0,1
2432,Coke,Coke,not given,0,1
2433,RedBullZero,RedBullZero.005,not given,0,2
2434,Fanta,Fanta,not given,0,0
2435,WaterBottle,WaterBottle.003,not given,0,2
2436,CokeZero,CokeZero.003,not given,0,1
2437,Coke,Coke,not given,0,1
2438,RedBullZero,RedBullZero.005,not given,0,3
2439,Fanta,Fanta,not given,0,0
2440,WaterBottle,WaterBottle.003,not given,0,2
2441,CokeZero,CokeZero.003,not given,0,1
2442,Coke,Coke,not given,0,1
2443,Jever,Jever,not given,0,1
2444,RedBullZero,RedBullZero.005,not given,0,5
2445,Fanta,Fanta,not given,0,0
2446,WaterBottle,WaterBottle.003,not given,0,2
2447,Coke,Coke,not given,0,1
2448,Jever,Jever,not given,0,1
2449,RedBullZero,RedBullZero.005,not given,0,4
2450,Fanta,Fanta,not given,0,1
2451,WaterBottle,WaterBottle.003,not given,0,2
2452,Coke,Coke,not given,0,1
2453,Jever,Jever,not given,0,0
2454,RedBullZero,RedBullZero.005,not given,0,4
2455,Fanta,Fanta,not given,0,1
2456,WaterBottle,WaterBottle.003,not given,0,2
2457,RedBull,RedBull.006,not given,0,1
2458,Coke,Coke,not given,0,1
2459,Jever,Jever,not given,0,0
